target,message,message_len,message_clean,target_encoded
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",35,mmmmm love wake word morn miss love hope day goe well happi wait us togeth,0
ham,jay says he'll put in  &lt;#&gt;,7,jay say hell put ltgt,0
ham,Can you just come in for a sec? There's somebody here I want you to see,16,come sec somebodi want see,0
ham,So the sun is anti sleep medicine.,7,sun anti sleep medicin,0
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,17,happen gotten job begun registr perman resid,0
ham,Yup ok...,2,yup ok,0
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,20,glad went well come well plenti time clair goe work,0
ham,Ok enjoy . R u there in home.,8,ok enjoy r home,0
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",29,pls pls send mail know relat come deliv know cost risk benefit anyth el thank,0
ham,You do what all you like,6,like,0
ham,That's y we haf to combine n c how lor...,10,haf combin n lor,0
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,18,month amount terribl pay anyth till finish school,0
ham,Hmmm:)how many players selected?,4,hmmmhow mani player select,0
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",22,said gonna snow start around pm tonit predict inch accumul,0
ham,I dont. Can you send it to me. Plus how's mode.,11,dont send plus mode,0
ham,Aiyo please Ì_ got time meh.,6,aiyo plea ì got time meh,0
ham,Package all your programs well,5,packag program well,0
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",54,sister belong famili hope tomorrow pray herwho fate shoranur train incid let hold hand togeth amp fuell love amp concern prior grief amp pain pls join dis chain amp pass stop violenc women,0
ham,So are you guys asking that i get that slippers again or its gone with last year,17,guy ask get slipper gone last year,0
ham,Company is very good.environment is terrific and food is really nice:),11,compani goodenviron terrif food realli nice,0
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",11,get rington logo game question,1
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,24,honest ive made love cup tea prompt drop key burnt finger get,0
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,12,yup studi surf lor e lazi mode today,0
ham,Please sen :)my kind advice :-)please come here and try:-),10,plea sen kind advic plea come tri,0
ham,I'm done. C Ì_ there.,5,done ì,0
ham,"Oh fine, I'll be by tonight",6,oh fine ill tonight,0
ham,ÌÏ give me some time to walk there.,8,ìï give time walk,0
ham,I'll reach in ard 20 mins ok...,7,ill reach ard min ok,0
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",24,freemsg award free mini digit camera repli snap collect prize quizclub opt stop sprwm,1
ham,Fuck babe ... What happened to you ? How come you never came back?,14,fuck babe happen come never came back,0
spam,This message is brought to you by GMW Ltd. and is not connected to the,15,messag brought gmw ltd connect,1
ham,"Some friends want me to drive em someplace, probably take a while",12,friend want drive em someplac probabl take,0
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,22,also thk fast xy suggest one dun wan ok go rain leh got gd,0
ham,Are you still getting the goods.,6,still get good,0
ham,And maybe some pressies,4,mayb pressi,0
ham,"Yeah I am, so I'll leave maybe 7ish?",8,yeah ill leav mayb,0
ham,K..k..i'm also fine:)when will you complete the course?,8,kkim also finewhen complet cour,0
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",29,sea lay rock rock envelop envelop paper paper word,0
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,31,told dr appt next week think gonna die told check noth worri didnt listen,0
ham,You in your room? I need a few,8,room need,0
ham,I dont want to hear anything,6,dont want hear anyth,0
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,18,hey leav friday wait ask superior tell,0
ham,Ultimately tor motive tui achieve korli.,6,ultim tor motiv tui achiev kor,0
ham,From 5 to 2 only my work timing.,8,work time,0
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,11,û donû÷t worri weû÷ll finish march û ish,0
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",24,hous water dock boat roll newscast dabbl jazz flute behind wheel,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",26,congrat mobil videophon r call videochat wid ur mate play java game dload polyph music nolin rentl,1
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,30,next amaz xxx video sent enjoy one vid enough text back keyword get next video,1
ham,Now thats going to ruin your thesis!,7,go ruin thesi,0
ham,In sch but neva mind u eat 1st lor..,9,sch neva mind eat lor,0
ham,Hey whats up? U sleeping all morning?,7,hey sleep morn,0
ham,Erm. I thought the contract ran out the4th of october.,10,erm thought contract ran octob,0
ham,I dunno until when... Lets go learn pilates...,8,dunno let go learn pilat,0
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,25,subscrib best mobil content servic uk å£ per ten day send stop helplin,1
ham,Yup i'm elaborating on the safety aspects and some other issues..,11,yup elabor safeti aspect issu,0
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",27,free tarot text find love life tri free text chanc free msgs å£,1
ham,"Goodmorning, today i am late for 1hr.",7,goodmorn today late,0
ham,Hi happy birthday. Hi hi hi hi hi hi hi,10,hi happi birthday hi hi hi hi hi hi hi,0
ham,I will be outside office take all from there,9,outsid offic take,0
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,15,dont respond imma assum still asleep imma start call n shit,0
ham,"Aight, see you in a bit",6,aight see bit,0
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),27,superior tell friday leav depart except oursso leav youani way call wahe fathima hr conform,0
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,25,join uk horniest dog servic sex sign follow instruct txt entri,1
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,32,lol take member said aunt flow didnt visit month caus develop ovarian cyst bc way shrink,0
ham,Still work going on:)it is very small house.,8,still work go onit small hous,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",25,friend got say hes order gram hes got ltgt get,0
ham,Tmr timin still da same wat cos i got lesson until 6...,12,tmr timin still da wat cos got lesson,0
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",26,thatû÷ thing ape fight death keep someth minut let go,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,26,sunshin quiz wkli q win top soni dvd player know countri liverpool play mid week txt ansr å£ sptyron,1
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,25,gonna abl late notic ill home week anyway plan,0
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",13,got fujitsu ibm hp toshiba got lot model say,0
ham,Okie... Thanx...,2,oki thanx,0
ham,"Gosh that , what a pain. Spose I better come then.",11,gosh pain spose better come,0
ham,"As usual..iam fine, happy &amp; doing well..:)",7,usualiam fine happi amp well,0
ham,Okie,1,oki,0
ham,So when you gonna get rimac access ,8,gonna get rimac access,0
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",18,arestaur eat squid wanna dosometh late,0
ham,You call times job today ok umma and ask them to speed up,13,call time job today ok umma ask speed,0
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",28,hello ucal wen finish wrki fanci meetin wiv tonit need break dabook hrs last today wrk,0
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,15,r sam p eachoth meet go hous,0
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,12,yeah lol luckili didnt star role like,0
ham,Hello madam how are you ?,6,hello madam,0
ham,"Awesome, text me when you're restocked",6,awesom text restock,0
ham,"As usual..iam fine, happy &amp; doing well..:)",7,usualiam fine happi amp well,0
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,28,knock knock txt whose enter r week draw å£ gift voucher store yr choic tcs stoptxtstopå£,1
ham,Yes. It's all innocent fun. O:-),6,yes innoc fun,0
ham,Thanks for sending this mental ability question..,7,thank send mental abil question,0
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",52,sir hope day go smooth realli hope wont bother bill cant settl month extra cash know challeng time also let know,0
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,10,wed ltgt aha,0
ham,I went to ur hon lab but no one is there.,11,went ur hon lab one,0
ham,I cant pick the phone right now. Pls send a message,11,cant pick phone right pls send messag,0
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,11,hey nightsexcel locat wif breakfast hamper,0
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,27,hi mailbox messag sms alert match plea call back retriev messag match,1
ham,How come?,2,come,0
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,28,lol nah wasnt bad thank good b home quit realiti check ur day anyth websit,0
ham,Ok lor...,2,ok lor,0
ham,I'm coming home 4 dinner.,5,come home dinner,0
ham,S da..al r above  &lt;#&gt;,6,daal r ltgt,0
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",18,free ring tone text poli everi week get new tone å£,1
ham,Unni thank you dear for the recharge..Rakhesh,7,unni thank dear rechargerakhesh,0
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,21,know lack particular dramastorm detail part worri,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,12,haha cant tmr forfeit haha,0
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",34,hey glad r better hear treat urself digi cam good r fab new year coupla wks,0
